seriesId,title,authors,category,subcategory,description,pubPeriod,ageGrade,viewCount,ratingCount,ratingSum,thumbnail,tags,totalCount
66970311,천마가 탑을 박살 냄,염비,웹소설,판타지,"전 세계에 ‘무한의 탑’이 등장한 지 10년.
잠만 자도 근육질 몸매가 되는 특이 체질 이강한은.
‘천마’로 각성했다.

[천마지체 (등급 : F~SSS)]

그런데 등급이 이상하다.

이거, 설마 약한 거 아니야?
……그럴 리가.

[공지 : 플레이어 ‘이강한’이 인류 최초로 S등급 업적을 달성했습니다.]
[공지 : 플레이어 ‘이강한’이 인류 최초로…….]

약한 건 상대.
천마의 적이었다.",매일,All,13736311,46076,437872,//page-images.kakaoentcdn.com/download/resource?kid=c0s5j3/hALRVJHvQC/ZyhrTipB0K4S8waX4grjt0&filename=o1,"천마, 무공, 탑등반, 시스템, 성좌, 먼치킨, 게임, 차원이동, 정통, 귀환, 깽판, 방송, 영웅/신화, 성장, 신",180
67344263,나만 탑이 두 개다,공플이,웹소설,판타지,"어느 날 주어진 각성 조건.

[주어진 게임을 플레이하시오.]

어찌저찌 개고생해서 각성하긴 했는데.

[어느 탑으로 입장하시겠습니까?]

예?
세상에 존재하는 탑은 하나밖에 없는데?

나만 들어갈 수 있는 탑이 하나 더 생겼다.
그리고.
너무 센 친구들이 나오기 시작했다.

[나만 탑이 두 개다]",매일,All,3287249,10737,102056,//page-images.kakaoentcdn.com/download/resource?kid=bBQKML/dJMb8ZB3hdh/oPVBogSjDoKUF61s5qj1nk&filename=o1,"탑등반, 천재, 성장, 먼치킨, 시스템, 생존, 조력자, 아티팩트",134
57668776,마법학교 마법사로 살아가는 법,글쓰는기계,웹소설,판타지,"대학원생 이한.
다른 세계 마법명가의 막내로 태어나다.

-다시는 학교에 들어가지 않겠다!

'너는 무엇을 목표로 하는가?'
'평생 놀고 먹...'
'그래. 너도 스스로 네 재능을 느끼고 있을 것이다. 마법학교 에인로가드로 가라!'
'가주님!'

마법학교를 졸업하면 평생이 보장된다.
최선을 다해 졸업하라!",매일,All,261950455,1348188,13402802,//page-images.kakaoentcdn.com/download/resource?kid=LSul2/hALRVCN4GK/x7Nda34kgMy2aoaIrgJ2P0&filename=o1,"차원이동, 생존, 학원, 천재, 노력, 성장, 마법사, 왕족/귀족, 이종족, 만능",1491
56325530,데뷔 못 하면 죽는 병 걸림,백덕수,웹소설,현판,"4년차 공시생,
낯선 몸에 빙의해 3년 전으로 돌아왔다.

그리고 그의 눈앞에 나타난 갑작스러운 상태창의 협박!

[돌발!]
[상태이상 : '데뷔가 아니면 죽음을' 발생!]

돌연사 위협 때문에
팔자에도 없던 아이돌에 도전하게 된
주인공의 대환장 일지.

※특이사항 : 빙의 전 아이돌 데이터 찍어다 팔았었음","월, 화, 목, 금",All,662804902,3010706,30051690,//page-images.kakaoentcdn.com/download/resource?kid=Du5oG/hzVqEy9QjX/lN2aZRgLz8pegvqODVjfE1&filename=o1,"전문직, 빙의, 회귀, 천재, 노력, 성장, 가수",644
67347738,귀족 유치원의 교사는 오늘도 고달프다,딸기송떡,웹소설,로판,"""메이린, 맥시온.""
""녜. 선생님.""
""부모님 모셔오거라…….""
""녜에.""
귀족 유치원 교사 X나 고달프다.

***

원작 20년 전으로 빙의했다. 이복동생과 바람피는 약혼자, 나를 버리고 경멸하는 가문.
에프나는 그 사이에서 10개월을 악착같이 버티다 죽었다. 마차사고로 허무하게.

""……!""

그리고 회귀했다.
빠르게 가문에서 탈출한 그녀는 유치원 교사가 되어 망한 유치원을 일으켜세웠는데,
유치원 열풍에 그만 원작 속 꼬꼬맹이 주연들이 입학해버리고 말았다.

‘원작이 시작하려면 10년이 넘게 남았는데!’

본의 아니게 주연들의 만남을 말도 안되게 앞당겼다.
그런데 이 꼬맹이들이 원작에서는 그렇게 성숙하더니, 어릴 땐 육아난이도 최상이었을 줄이야.

“야. 조용히 해. 교양업시.”
“너 그거 나한테 한 마리야?”
매일같이 싸워대는 꼬꼬맹이 남주여주와.

“정말 면목이 없습니다, 선생님.”
덕분에 매일같이 불려오는 꼬맹이들의 형아 오빠들.

“서운하게 그러지 마. 나한텐 여기밖에 없는 거 알면서…….”
그 와중에 남주의 형아인 황제 폐하, 당신은 왜 여기서 집무를 보시나요.

“에프나 선생님, 정말 죄송합니다만 황제 폐하께 전해드릴 말씀이 있는데 들어가도 괜찮겠습니까?”
황제를 만나는데 왜 제 허락을 받으세요…….

“네, 선생님. 부디 솔직히 말해주세요. 버리지 않았다고. 솔직하게. 응?”
여주 오빠분, 그렇게 스산하게 웃으면서 말씀하시도…….

“선생님 오늘은 구두를 맞춰요. 무늬는 똑같고 색만 다른 걸로. 물론 내 돈으로.”
악녀 언니분, 그렇게 받은 드레스에 옷장이 터졌답니다, 어제.

“쏠까요?”
흑막 형아님, 총 집어넣으세요.

야근. 학부모 정기 상담. 행사 연간계획표 작성. 회의록 작성. 서류 일일 업무.
저 현실 살기도 바빠요. 제발 다들 유치원에서 나가주세요.
여기 5세 반이라고.",,All,381006,1307,12895,//page-images.kakaoentcdn.com/download/resource?kid=cjuIEY/dJMb9MJsJj8/LtY3UeELcZrgo1lHwOWSa1&filename=o1,"로맨스판타지, 로맨틱코미디, 빙의물, 하렘물",145
62112560,은해상단 막내아들,향란,웹소설,무협,"『은해상단 막내아들』

천하제일의 상재를 타고난 은서호
승승장구하던 그를 가로막는 자들

“어째서 무림맹이 나를…….”
“너무 크게 성장해서 귀찮아졌거든, 그러니까 눈에 거슬린다는 거지.”

상단 일을 시작했던 그날로 돌아왔고, 굳게 다짐한다
이번 생에서는 절대 후회하지 않기로

“그렇게 네놈들이 깔본 돈으로 무너뜨려 주마.”

천재적인 두뇌와 뛰어난 무공 재능까지
역사에 남을 위대한 상황(商皇)의 행보가 시작된다!",매일,All,83680022,233640,2256294,//page-images.kakaoentcdn.com/download/resource?kid=uJNFh/hAd48PCVfg/jy7GHx3ga0ZuIKRzWmQAhK&filename=o1,"정통, 복수, 회귀, 천재, 노력, 성장, 착각, 정파, 표국, 상인, 책사, 명문세가, 검",907
51863028,백작가의 망나니가 되었다,유려한,웹소설,판타지,"눈을 떠보니 소설 속이었다.
그것도 망나니로 유명한 백작가 도련님 몸으로.

하지만,
그렇다고 망나니가 될 순 없잖아?","월, 수, 금",All,191300844,1181829,11784169,//page-images.kakaoentcdn.com/download/resource?kid=Crp7Y/dJMb9VzDmqd/JGRaLSNEFOXBtyk7qYmKpk&filename=o1,"차원이동, 전쟁, 생존, 빙의, 육아, 영지, 성장, 착각, 조력자, 검사, 마법사, 망나니, 왕족/귀족, 이종족, 네크로맨서",1287
65832123,적국의 왕자를 기사로 들이면,이린비,웹소설,로판,"""나의 검이 되어 주세요.""

폭군인 아비를 상대로 반정을 준비하는 제국의 여섯 번째 황녀, 사샤.

사샤는 포로로 잡힌 적국의 왕자이자 첫사랑, 레겐을 조우하고 그에게 거부할 수 없는 계약을 제안한다.

그의 힘을 되찾아 주는 대신 직속 기사로서 충성할 것을.
딸들을 죽이려는 미친 폭군에게서 살아남기 위한 '황위 계승 경연'에 함께할 것을.

""사샤가 저를 살려 주셨으니, 어찌 보답해야 할지 모르겠군요.""
""보답은 불필요해요.""
""왜입니까?""

살아서, 그냥 내 옆에 있어 줘요. 그것만으로도 치열하니까.

하지만 현재 진행형인 짝사랑을 드러낼 순 없기에
죽은 예순일곱 명의 남자 형제 중 하나를 팔았다.

""그건 그대가…… 죽은 오라버니를 닮아서.""

* * *

""제가 벗길까요?""

생각해 보니 이게 맞는 것 같다.
내 책임을 확인하는 일이니 내 손으로 수고를 들여야 하지 않겠는가.

""……하, 사샤.""

레겐이 한숨인지 탄식인지 모를 것을 길게 쏟아 냈다.
그는 말없이 날 보다가 갑자기 테이블 위의 내 크리스털 잔에 입술을 댔다.
의문을 담은 중얼거림이 내 귓전을 울렸다.

""무알콜이 맞는데.""


#황위찬탈 #황녀여주 #기사남주 #복수 #약피폐 #첫사랑 #쌍방삽질","화, 수, 목, 금",Fifteen,15593203,91688,897340,//page-images.kakaoentcdn.com/download/resource?kid=btsnwj/hAJrfKP04j/LLVzKZWT02sKPfsKHkwllk&filename=o1,"로맨스판타지, 첫사랑, 다정남, 소유욕/독점욕, 능력남, 동정남, 유혹남, 상처남, 능력녀, 걸크러쉬, 도도녀, 사이다녀, 계략녀, 쌍방삽질, 갑을관계",239
65584383,최강 패밀리가 왔다!,고은채,웹소설,로판,"학살범이라는 누명을 쓰고 12년의 수감 생활을 마친 남자, 라이언.
복수의 칼을 갈며 출소했는데.

""공자님의 따님입니다.""
""......개소리야.""

그를 기다리던 딸이 있었다...?

""아, 아빠!""
""야, 죽을래? 내가 왜 네 아빠야.""

***

""난 아버지에게 복수할 거야.""
힘을 숨기고 복수하려는 최강자 아빠(?), 라이언과,
""제가 도와드릴게요. 복수, 같이 해요.""
비밀을 숨기고 복수를 도우려는 딸(?), 바니아.

가문에게 버림받은 가짜 부녀가 복수에 성공하고,
쥐뿔도 없이 시작해 제국 최강 패밀리로 거듭나기까지!

<최강 패밀리가 왔다!>","화, 수, 목, 금, 토",All,12016615,72141,718812,//page-images.kakaoentcdn.com/download/resource?kid=MWna4/hAKLJxapa4/En9Rfr1pjiWKKfs2HdyH90&filename=o1,"로맨스판타지, 타임슬립, 성장물, 복수물, 회귀물, 가족물, 첫사랑, 다정남, 순정남, 능력녀, 계략녀, 왕족/귀족, 순정녀, 권선징악, 힐링물",230
58704828,외과 의사가 된 화타,박동신,웹소설,현판,"“허망하기가 그지없다.”

신의神醫라 불릴 정도의 의술을 지닌 화부는 조조의 저주 아닌 저주에 옥에서 숨을 거두는데...

‘아직 죽지 않은 건가?’

지독한 통증에 눈을 뜨니 보이는 것은... 처음 보는 낯선 물건과 글자들!

“이, 이게 어떻게 된 일이지? 내, 내가 설마 다른 세계 의원의 몸에 빙의라도 된 건가?”

몸의 주인, 이민호의 기억이 홍수처럼 화타의 머릿속으로 밀려든다.
아무리 세계가 다르다지만, 도대체 어떻게 이런 세계가 존재하는지...!

“누가 나를 이 청년의 몸으로 불러들였느냐?”","월, 화, 수, 목, 금",All,43466984,112227,1084302,//page-images.kakaoentcdn.com/download/resource?kid=cyGunu/hzp2i0IYna/cbKE0xdWojakLCYhMLAu20&filename=o1,"메디컬, 의사",564
57948732,환생한 암살자는 검술 천재,글개미,웹소설,판타지,"평생을 목줄 맨 개로 살았다.

새롭게 얻은 삶.

목줄은 끊어졌고, 분노는 남았다. 

이젠 내 의지로 살고, 내 발로 걷겠다. 

앞을 막는다면 신이라고 할 지라도 베어버리리라.","월, 화, 수, 목, 금",All,334403005,952211,9294311,//page-images.kakaoentcdn.com/download/resource?kid=cpPc2Z/hAJq8dBcSO/lq0jB1F20T1G73WXkKsulk&filename=o1,"정통, 환생, 복수, 생존, 시스템, 영웅/신화, 천재, 노력, 성장, 조력자, 검사, 마왕, 무공",1255
67228782,말단 매니저인데 탑스타들이 자꾸 조공한다,인생은고통,웹소설,현판,7년 사귄 여자친구에게 차였는데... 갑자기 운빨이 미쳤다.,매일,All,1044780,5065,45486,//page-images.kakaoentcdn.com/download/resource?kid=zTRnM/dJMb9hpaiu9/leFusevgqRzZ70T9u0JhYk&filename=o1,"전문직, 성장, 매니저",117
56505778,천재 궁수의 스트리밍,멍멍킴,웹소설,판타지,"선수권 대회 최연소 우승, 양궁 유망주.

승승장구 하는 줄 알았으나 비운의 사고로 
다시는 활을 쥘 수 없게 된 몰락한 천재 양궁 선수 유상현!

낙하산으로 들어간 회사에서마저 잘린 그는,
먹고살기 위해 게임 스트리머, 아몬드가 되는데...

[활을 선택하셨습니다.]

피융! 푸욱!

[헤드샷!]

“보스 원래 한 방이에요?”

미친 재능이 다시금 빛을 발한다!

28살. 고졸. 백수.
특기는 양궁.

방송 천재가 되어 돌아온, 그의 유쾌한 반란이 시작된다?!

[천재 궁수의 스트리밍]","월, 화, 수, 목, 금",All,254261838,1481153,14723810,//page-images.kakaoentcdn.com/download/resource?kid=ixd2v/hAFPSGkv6V/gY9QLNK1afyd5CiuhL9xq1&filename=o1,"게임, 방송, 먼치킨, 천재, 성장, 검사, 궁사, 총, 만능",1249
67258375,너희가 악역인 세상,권겨을,웹소설,로판,"소설 속 악역에 빙의했다.
그런데 갑자기 여주가 사라지고,
남은 건 미쳐 날뛰는 남주들 뿐.

“죽었다 살아났다더니, 완전히 미쳤군.”
“이디트. 나 아니면 누가 널 감당하겠어?”
“정말이지…… 영애야말로 사람을 질리게 만드는군요.”
“왜. 내가 공작저까지 와서 공녀를 어떻게 할까 봐?”

통제광부터, 나르시스트, 피해망상, 싸이코패스까지……
X발. 여주 어디 갔어.","수, 목, 금, 토, 일",All,4576959,24079,229396,//page-images.kakaoentcdn.com/download/resource?kid=1etM0/dJMb9PTIGkE/psTQksbKp7rK2ovVqzNKkk&filename=o1,"로맨스판타지, 오해물, 빙의물, 영혼체인지, 역하렘, 복수물, 트라우마, 까칠남, 왕족/귀족, 유혹남, 능력남, 오만남, 사이다녀, 상처녀, 라이벌/앙숙",118
55806263,"의원, 다시 살다",태선,웹소설,무협,"[독점연재]

고아였지만 지독한 노력 끝에 외과 의사가 된 진천희.
그런 그가 자신이 읽던 소설속 무림 세계로 빙의 했다!

""그래도 내가 의사여서 다행이다. 여기서 의원 노릇 하면서 살면 되겠네.""

그렇게 안도하던 그의 앞에 나타난 것은 빈사 상태가 된 소설 속 세계의 주인공인 천마 여하륜. 

""야, 살려준 은혜가 있으니 형이라 불러라.""

천마에게 형이라 불리며 강호제일신의가 되는 그의 일대기.",매일,All,279762019,1394695,13828967,//page-images.kakaoentcdn.com/download/resource?kid=bqHQ42/hAL2hTm174/cCECQ51MnvS3h2omvl2Vt1&filename=o1,"생존, 빙의, 천재, 노력, 성장, 천마, 정파, 사파, 마교, 명문세가, 의원, 지존, 협객, 책사",1847
66860937,회사원이 퇴마를 잘함,호안,웹소설,현판,"20년 전, 거대한 신에게 간택되었지만 평범한 삶을 택했던 강형석. 신내림은 피했으나 영안(靈眼)은 열렸다. 그의 눈에만 보이는 끔찍한 존재들은 오늘도 강형석을 가만두지 않는다. 
결국 야근 중 창귀에게 쫓기다 무당 방울을 든 순간, '만신 무당'으로서의 운명이 그를 덮친다.
인간의 욕망을 파고드는 악랄한 영혼부터, 피와 살을 탐하는 악귀까지.
회사 생활과 퇴마 생활.
만신 무당 강형석의 퇴마록이 시작된다.",매일,All,6557919,38733,384210,//page-images.kakaoentcdn.com/download/resource?kid=cxdxWg/hAJjHt1p8c/GnKKGw94HiIZXJKeQAZeUk&filename=o1,"미스테리, 먼치킨, 조력자, 고인물, 아티팩트, 회사원, 성장, 천재",179
67343559,인벤토리에 랭커를 숨김,마랑쥐,웹소설,로판,"무엇이든 담을 수 있는 EX급 인벤토리 스킬을 갖게 되었다.
그런데.

『딱 한 달 정도만, 저를 서아루 씨의 인벤토리에 숨겨 주십시오.』

굴러 들어온 수상한 랭킹 1위를 곁들인.


#헌터물 #여주현판 #개그미스터리물 #노맨스물 #클릭 한 방에 1킬 #세상이 내 인권을 숨김",매일,All,407121,3515,34710,//page-images.kakaoentcdn.com/download/resource?kid=uKU2h/dJMb80AXQDz/9alzdCUvC5KTFkKkRWMlE0&filename=o1,"여주판타지, 능력녀, 걸크러쉬, 개그물, 드라마, 미스터리",102
